From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),WS (m/s),WD (degree),AT (degree C)
2019-01-17,134.20458333333332,225.46916666666667,21.758333333333336,29.27416666666667,47.6175,44.018750000000004,17.896666666666665,3.1675,9.990416666666667,0.0,0.4970833333333333,143.4595833333333,15.875
2019-01-18,127.11666666666667,208.24791666666667,21.46083333333333,31.34166666666667,46.775,59.947916666666664,16.593333333333334,3.23375,8.015833333333333,0.0,0.5337500000000001,131.475,16.589583333333334
2019-01-19,100.08625,173.36208333333335,20.401666666666667,28.950416666666666,43.34458333333333,56.215,16.320416666666667,3.16,8.029583333333333,0.0,0.505,128.32333333333335,16.653333333333332
2019-01-20,103.28208333333333,170.92083333333335,22.140416666666667,24.763749999999998,43.54791666666667,44.974583333333335,16.02875,3.200416666666667,7.522916666666667,0.0,0.47208333333333335,132.76291666666665,17.0675
2019-01-21,117.12541666666665,194.83624999999998,21.90625,28.294166666666666,45.9,42.049166666666665,16.948333333333334,3.2954166666666667,7.131666666666667,0.0,0.4841666666666667,134.43,17.849999999999998
2019-01-22,116.08749999999999,191.31125,27.375833333333333,30.617499999999996,50.379999999999995,44.3825,17.199166666666667,3.40625,8.91375,0.0,0.4495833333333333,148.23,18.465833333333332
2019-01-23,114.07333333333334,193.54416666666668,32.180416666666666,24.956666666666667,52.505833333333335,80.72375,17.0775,3.25,9.17625,0.0,0.4504166666666667,141.8825,19.249166666666667
2019-01-24,129.46041666666667,208.4475,38.17318181818182,26.0,54.86833333333333,64.59318181818182,16.70909090909091,3.0533333333333332,6.516818181818182,0.0,0.45375000000000004,139.26416666666668,19.583333333333332
2019-01-25,75.0625,125.12791666666665,20.581666666666667,22.80333333333333,36.545833333333334,46.805,15.612916666666665,3.1533333333333338,6.7925,0.0,0.5599999999999999,116.97250000000001,19.525833333333335
2019-01-26,52.37083333333334,69.95583333333333,11.2475,17.993750000000002,26.152916666666666,42.379583333333336,14.536666666666667,3.0124999999999997,6.920000000000001,0.0,0.7283333333333334,91.30916666666667,16.277083333333334
2019-01-27,71.37875000000001,100.39333333333333,15.164583333333333,17.986250000000002,29.57041666666667,43.02458333333333,14.705,2.9358333333333335,6.200833333333333,0.0,0.52,143.70166666666668,17.278333333333332
2019-01-28,90.545,140.23166666666665,28.344583333333333,15.355833333333335,41.482083333333335,44.560833333333335,14.534999999999998,3.1933333333333334,5.180416666666667,0.0,0.5120833333333333,132.48083333333332,17.194583333333334
2019-01-29,62.14416666666667,105.71625,15.365833333333333,24.1125,33.65416666666667,39.47875,14.804166666666667,3.0516666666666663,6.4925,0.0,0.6358333333333334,120.52166666666666,16.71
2019-01-30,96.93869565217392,171.21041666666667,27.059583333333336,23.352083333333336,47.8725,41.46958333333333,15.569166666666668,3.14625,6.866666666666667,0.0,0.5416666666666666,125.07208333333334,14.472083333333332
2019-01-31,75.92875,139.94375,19.879166666666666,26.41916666666667,43.05291666666667,42.09875,16.639583333333334,3.09,9.577916666666667,0.0,0.5220833333333333,133.495,15.640416666666667
2019-02-01,110.44458333333334,182.72541666666666,19.4325,26.875416666666666,42.94125,55.73583333333334,16.736666666666668,3.4316666666666666,7.828333333333333,0.0,0.5145833333333333,128.96375,16.745833333333334
2019-02-02,113.45291666666667,188.33708333333334,23.161666666666665,28.25916666666667,40.626666666666665,88.40291666666667,15.805833333333332,3.40375,6.646249999999999,0.0,0.4995833333333333,127.97416666666668,17.89708333333333
2019-02-03,108.98,180.57583333333332,22.439166666666665,27.192916666666665,45.2275,103.24833333333333,16.088333333333335,3.4233333333333333,9.0325,0.0,0.43333333333333335,142.6775,18.95
2019-02-04,105.11625,185.48541666666665,18.517916666666668,26.52,40.73416666666667,71.97666666666667,16.27958333333333,3.4020833333333336,10.089583333333334,0.0,0.5483333333333333,149.88208333333333,19.903333333333332
2019-02-05,112.21,188.12625,15.942083333333334,28.22583333333333,39.34458333333333,35.095416666666665,16.165,3.5725,11.245,0.0,0.5020833333333333,150.21,20.374166666666667
2019-02-06,130.82000000000002,227.77541666666664,20.341666666666665,28.964583333333334,44.520833333333336,45.31666666666666,16.5975,3.4499999999999997,11.613333333333335,0.0,0.4175,172.0925,20.950416666666666
2019-02-07,111.71,205.82875,24.8625,22.787916666666664,43.71333333333334,36.35583333333333,16.895,3.3666666666666667,13.1975,0.0,0.545,161.86375,21.217916666666667
2019-02-08,81.07291666666667,125.35833333333333,19.937083333333334,22.345,37.608333333333334,34.759166666666665,15.67875,3.2775,6.9870833333333335,0.0,0.5225000000000001,124.64833333333333,20.354583333333334
2019-02-09,56.31875,96.69749999999999,16.31,21.10291666666667,31.572083333333335,39.81333333333333,14.851666666666667,3.047916666666667,6.253333333333334,0.0,0.5516666666666666,129.55458333333334,18.917083333333334
2019-02-10,66.07958333333333,141.61166666666665,20.045833333333334,21.85625,38.55166666666667,36.48416666666667,14.63125,3.05125,7.957916666666667,0.0,0.6320833333333333,108.16083333333334,16.614583333333332
2019-02-11,86.90791666666667,173.7754166666667,21.49875,28.709166666666665,47.12083333333334,33.44541666666667,17.46291666666667,3.1529166666666666,7.679583333333333,0.0,0.5995833333333334,116.52916666666665,17.0625
2019-02-12,100.89958333333334,187.55583333333334,24.70875,25.430833333333336,46.55625,30.74791666666667,16.8125,3.3995833333333336,9.921666666666667,0.0,0.5241666666666667,115.7525,18.531666666666666
2019-02-13,139.39666666666668,224.95833333333334,22.303749999999997,27.837083333333336,46.865,32.64666666666667,17.935416666666665,3.5720833333333335,9.59875,0.0,0.5087499999999999,130.63208333333333,20.070833333333333
2019-02-14,156.68958333333333,256.08666666666664,23.00375,29.669583333333335,44.337916666666665,33.227916666666665,17.968333333333334,3.5279166666666666,9.937916666666666,0.0,0.4495833333333333,134.34416666666667,21.203333333333333
2019-02-15,85.16958333333334,145.57750000000001,13.470833333333333,23.978333333333335,30.572083333333335,31.592083333333335,17.957916666666666,3.294583333333333,12.234166666666667,0.0,1.1500000000000001,125.47874999999999,22.909583333333334
2019-02-16,53.104285714285716,87.1005,15.063333333333333,18.662499999999998,27.65833333333333,32.85958333333333,16.3275,3.029166666666667,9.682916666666666,0.0,0.5525,212.375,19.27125
2019-02-17,56.09533333333333,87.196,29.57133333333333,20.983333333333334,39.730000000000004,31.874000000000002,15.762,3.3246666666666664,9.174666666666667,0.0,0.5493333333333333,171.13866666666667,20.161333333333335
2019-02-18,84.875,154.2023076923077,18.268666666666665,24.916666666666668,38.06733333333333,36.168,16.386000000000003,3.2626666666666666,15.427999999999999,0.0,0.48333333333333334,234.83599999999998,22.77
2019-02-19,98.315,194.90041666666664,25.490416666666665,23.447916666666668,44.416666666666664,39.0925,16.95958333333333,3.2729166666666667,9.93,0.0,0.45625,190.56083333333333,21.201666666666664
2019-02-20,88.65333333333332,173.21833333333333,26.266666666666666,19.888333333333332,43.482499999999995,41.90375,16.052083333333332,3.1683333333333334,7.5,0.0,0.5120833333333333,157.30791666666667,22.863333333333333
2019-02-21,91.62833333333333,183.13583333333335,22.94333333333333,24.462500000000002,40.50875,41.77375,16.0825,3.057916666666667,10.293333333333333,0.0,0.45375000000000004,200.85583333333332,23.800416666666667
2019-02-22,119.24833333333333,209.61875,24.4075,23.185,42.42125,46.07916666666667,16.466666666666665,3.387916666666667,13.151666666666666,0.0,0.46375000000000005,216.6291666666667,25.454166666666666
2019-02-23,81.20833333333333,151.70291666666665,20.4275,18.989583333333332,36.02,37.41125,15.465000000000002,3.1625,9.674583333333333,0.0,0.5129166666666667,183.78416666666666,25.717916666666667
2019-02-24,94.96499999999999,176.67499999999998,18.602500000000003,20.38625,34.949999999999996,40.878750000000004,16.179583333333333,3.0258333333333334,9.925416666666667,0.0,0.5329166666666667,183.08208333333334,24.982916666666668
2019-02-25,57.00681818181818,89.77045454545454,11.950000000000001,20.65375,25.456666666666667,37.59708333333334,15.397916666666667,2.9908333333333332,8.09125,0.0,0.6879166666666667,176.88208333333333,21.965833333333332
2019-02-26,68.94916666666667,111.34625,19.652916666666666,17.076249999999998,32.39416666666667,42.95708333333334,15.9,2.9,6.489583333333333,0.0,0.4475,173.7025,22.903333333333332
2019-02-27,56.41833333333333,113.5425,18.900000000000002,16.652083333333334,31.885833333333334,37.55916666666666,15.652916666666668,2.955416666666667,8.503333333333334,0.0,0.5366666666666667,193.38833333333332,23.389166666666668
2019-02-28,51.10333333333333,110.59416666666668,16.875833333333333,19.174583333333334,30.025833333333335,41.510416666666664,14.325416666666667,2.7720833333333332,6.871666666666666,0.0,0.7145833333333332,137.54375000000002,21.607083333333335
2019-03-01,63.388749999999995,126.22041666666667,18.228333333333335,20.021666666666665,31.498333333333335,52.56791666666667,9.637916666666667,2.6570833333333335,8.793750000000001,0.0,0.6558333333333334,154.15791666666667,20.785416666666666
2019-03-02,100.38333333333333,183.45125,19.189583333333335,22.985416666666666,34.94083333333334,45.65625,4.150416666666667,2.87625,8.924583333333333,0.0,0.55375,173.79583333333332,21.789583333333336
2019-03-03,95.855,166.39875,21.36916666666667,20.80875,36.85125,39.287083333333335,3.4516666666666667,3.004583333333333,5.111666666666667,0.0,0.47750000000000004,160.84166666666667,20.864166666666666
2019-03-04,92.49625,168.85105263157894,27.734761904761903,16.89,41.95952380952381,45.07285714285714,2.7466666666666666,3.020952380952381,7.668571428571428,0.0,0.4495238095238095,184.98142857142858,23.621904761904762
2019-03-05,76.89,134.6675,16.312916666666666,17.325,27.189999999999998,43.57125,2.3325,2.9133333333333336,6.961666666666666,0.0,0.5958333333333333,153.45916666666668,24.978333333333335
2019-03-06,65.59166666666667,128.47875,11.634583333333333,15.977916666666665,24.957083333333333,66.32041666666667,5.119166666666667,2.7620833333333334,9.990833333333333,0.0,0.6008333333333333,153.80958333333334,23.818749999999998
2019-03-07,70.33590909090908,138.41272727272727,14.467083333333333,19.688333333333333,29.900833333333335,84.33083333333333,7.035416666666666,2.794583333333333,8.643333333333333,0.0,0.62625,156.05625,22.193749999999998
2019-03-08,75.95347826086957,143.65,17.91,23.886666666666667,34.41625,87.74958333333335,7.43375,2.76375,10.589166666666666,0.0,0.60125,180.98125000000002,22.3325
2019-03-09,92.54625,176.94291666666666,19.14708333333333,26.052083333333332,35.913333333333334,84.65666666666667,8.764999999999999,2.7887500000000003,12.608333333333334,0.0,0.5216666666666666,196.96541666666667,23.325833333333332
2019-03-10,101.48375,206.72916666666666,26.832083333333333,24.980833333333333,45.37291666666667,91.88083333333333,8.321666666666667,2.9591666666666665,10.808750000000002,0.0,0.4575,209.37041666666667,25.212083333333336
2019-03-11,95.62916666666666,191.80958333333334,20.192083333333333,24.508333333333336,37.855,69.96875,7.506666666666667,2.817083333333333,10.03375,0.0,0.5812499999999999,163.35375,25.84166666666667
2019-03-12,88.03500000000001,166.17916666666665,17.795833333333334,22.2375,34.589999999999996,45.53875,8.034583333333334,3.0083333333333333,10.317916666666667,0.0,0.51625,203.06833333333336,26.836250000000003
2019-03-13,96.09166666666665,190.40625,23.057916666666667,18.33458333333333,37.21583333333333,42.24333333333333,7.350833333333333,3.20375,10.390416666666667,0.0,0.49124999999999996,218.9141666666667,27.942083333333333
2019-03-14,60.21875,113.41375,15.994166666666667,16.547083333333333,27.84583333333333,53.56,7.231249999999999,2.8925,10.527083333333334,0.0,0.7083333333333334,167.41083333333333,28.03708333333333
2019-03-15,47.843333333333334,84.79565217391304,9.635,16.402916666666666,21.402916666666666,67.82791666666667,7.478750000000001,2.79625,8.76625,0.0,0.7370833333333334,166.33083333333335,25.082083333333333
2019-03-16,89.06227272727273,163.70954545454546,14.183750000000002,16.060416666666665,26.49083333333333,43.48916666666667,7.732499999999999,2.811666666666667,6.833749999999999,0.0,0.5525,171.80166666666665,24.41333333333333
2019-03-17,71.84304347826087,119.2291304347826,16.510416666666668,18.27125,29.12125,49.73041666666666,7.5129166666666665,2.859166666666667,11.009583333333333,0.0,0.7358333333333333,180.11791666666667,23.710416666666664
2019-03-18,48.3595,74.31952380952382,13.136249999999999,15.38,25.699583333333333,41.75416666666667,6.90625,2.7983333333333333,7.897083333333334,0.0,0.5054166666666667,188.82416666666666,20.96708333333333
2019-03-19,77.15454545454546,124.66454545454545,18.370416666666667,16.85291666666667,29.249166666666667,52.237500000000004,7.713333333333334,2.85375,9.292916666666667,0.0,0.4495833333333333,183.42958333333334,24.172083333333333
2019-03-20,80.47416666666666,151.01333333333335,18.0575,16.858333333333334,28.730833333333333,61.24583333333334,7.2925,2.904583333333333,8.026666666666666,0.0,0.5895833333333333,179.39541666666665,25.835416666666664
2019-03-21,54.25958333333333,79.97500000000001,9.2625,16.727083333333333,20.304583333333333,39.870416666666664,7.1187499999999995,2.6575,14.86125,0.0,0.5770833333333333,267.18375,26.23125
2019-03-22,63.47375,100.63625,13.173333333333334,14.845416666666665,22.745416666666667,34.28375,6.904166666666666,2.8354166666666667,11.5475,0.0,0.5370833333333334,202.84666666666666,27.00375
2019-03-23,74.79304347826087,124.60434782608696,12.883333333333333,17.5625,25.256249999999998,38.70583333333334,6.845416666666666,2.7575000000000003,11.5575,0.0,0.5358333333333333,189.86916666666664,26.47083333333333
2019-03-24,106.59125,201.67041666666668,14.369166666666667,22.62,32.28625,45.78333333333333,7.204999999999999,2.8800000000000003,10.044166666666667,0.0,0.48291666666666666,187.75458333333333,25.72666666666667
2019-03-25,123.36874999999999,230.90083333333334,18.802916666666665,24.506249999999998,38.44708333333333,43.39208333333334,7.918333333333333,3.0545833333333334,10.967083333333333,0.0,0.48625,184.98041666666666,26.35083333333333
2019-03-26,97.71541666666667,171.9525,17.875,25.08666666666667,33.82125,39.24125,8.402083333333334,2.9491666666666667,16.308333333333334,0.0,0.6475000000000001,204.0875,27.21375
2019-03-27,89.54833333333333,165.7875,11.655833333333334,20.725833333333334,26.012916666666666,43.15625,7.541250000000001,2.714166666666667,13.928749999999999,0.0,0.5625,187.8345833333333,27.348333333333333
2019-03-28,83.1975,174.28333333333333,14.193333333333333,20.670833333333334,31.656666666666666,40.79416666666666,7.0,2.859166666666667,16.69125,0.0,0.48875,192.92958333333334,27.104583333333334
2019-03-29,113.59250000000002,208.95458333333332,17.052916666666665,28.11583333333333,38.05375,36.14,8.264583333333333,3.1125000000000003,18.583333333333332,0.0,0.4945833333333333,222.67625,27.642916666666665
2019-03-30,119.36541666666666,219.02583333333334,20.354583333333334,23.95125,38.78125,35.25,9.525416666666667,3.1291666666666664,15.726666666666667,0.0,0.5241666666666667,194.23000000000002,28.413749999999997
2019-03-31,109.69999999999999,213.14958333333334,17.787499999999998,19.541666666666668,34.540416666666665,39.02583333333333,8.892916666666666,3.151666666666667,20.79041666666667,0.0,0.59625,206.94041666666666,29.72666666666667
2019-04-01,81.56458333333333,143.5075,11.555833333333334,21.329583333333336,26.972916666666666,36.88291666666667,8.50625,2.9129166666666664,19.07875,0.0,0.6195833333333334,220.18083333333334,29.306250000000002
2019-04-02,90.705,169.47583333333333,14.868333333333334,24.251666666666665,32.4175,38.65958333333334,7.74125,2.985,11.030416666666667,0.0,0.5570833333333333,181.52666666666667,29.27916666666667
2019-04-03,122.52791666666667,213.01666666666665,16.03291666666667,24.517083333333332,35.899166666666666,40.0875,9.30125,3.18125,18.275833333333335,0.0,0.5533333333333333,197.1654166666667,28.548333333333332
2019-04-04,129.2515,222.929,18.436,23.786,35.6825,65.28999999999999,9.5895,3.258,21.645,0.0,0.706,213.496,29.4995
2019-04-05,,,,,,,,,,,,,
2019-04-06,,3.97,,,0.0,,,0.0,,0.0,1.0025,273.4525,37.1975
2019-04-07,,,,,,,,,,,,,
2019-04-08,,,,,,,,,,,,,
2019-04-09,,,,,,,,,,,,,
2019-04-10,,,,,,,,,,,,,
2019-04-11,30.884999999999998,114.785,18.778888888888886,22.935555555555553,34.08888888888889,53.111111111111114,7.470000000000001,2.4733333333333336,11.27,0.0,0.7222222222222222,184.01555555555555,30.68111111111111
2019-04-12,77.89166666666667,175.29916666666668,18.891666666666666,18.236666666666668,33.26541666666667,71.17333333333333,7.52,2.49375,12.693333333333333,0.0,0.67625,194.61374999999998,30.984166666666667
2019-04-13,74.35666666666667,158.54375000000002,13.006666666666666,19.25708333333333,28.255416666666665,97.64375,7.488333333333333,2.2379166666666666,16.924583333333334,0.0,0.6687500000000001,222.39208333333332,31.117500000000003
2019-04-14,89.36,180.62249999999997,12.81875,22.215416666666666,29.352083333333336,84.15416666666667,7.807083333333334,2.5,18.1925,0.0,0.7454166666666667,248.79250000000002,32.365833333333335
2019-04-15,129.82545454545453,250.4690909090909,22.08,25.310909090909092,44.88818181818181,79.97454545454546,9.930909090909092,2.9318181818181817,8.836363636363636,0.0,0.4854545454545454,237.1,29.202727272727273
2019-04-16,,,,,,,,,,,,,
2019-04-17,,,,,,,,,,,,,
2019-04-18,,,,,,,,,,,,,
2019-04-19,,42.916666666666664,19.312,13.59,29.552999999999997,46.687,7.811,2.4989999999999997,15.644,0.0,0.968,174.13,27.799
2019-04-20,32.56125,57.096000000000004,16.666363636363634,16.73818181818182,27.84,29.767272727272726,7.657272727272727,2.3709090909090906,8.34909090909091,0.0,0.6663636363636364,172.77545454545455,22.873636363636365
2019-04-21,,,,,,,,,,,,,
2019-04-22,,70.1,81.944,20.23,93.59200000000001,33.55,7.664,1.902,21.674,0.0,0.7979999999999999,160.596,29.018
2019-04-23,,,,,,,,,,,,,
2019-04-24,67.734,102.76555555555555,,,0.0,,,0.0,,0.0,0.829090909090909,236.47545454545454,33.11909090909091
2019-04-25,59.97625,119.86315789473684,22.181818181818183,24.220909090909092,21.94090909090909,56.540909090909096,8.120909090909091,1.1272727272727272,15.161818181818182,0.0,0.5713636363636364,183.12045454545455,30.915
2019-04-26,62.78619047619048,136.68571428571428,14.175238095238095,21.924761904761905,30.495238095238093,48.31619047619048,7.86047619047619,2.1233333333333335,12.649523809523808,0.0,0.7214285714285714,223.81428571428575,33.353809523809524
2019-04-27,90.37875000000001,199.8425,12.849583333333333,24.635833333333334,31.860416666666666,60.20458333333334,7.146249999999999,2.24875,11.4,0.0,0.6733333333333333,218.42375,33.70875
2019-04-28,99.19875,227.38083333333336,14.449583333333335,24.762083333333333,32.70166666666667,76.70083333333334,7.147916666666667,2.3516666666666666,13.591666666666667,0.0,0.7400000000000001,200.08041666666668,33.330416666666665
2019-04-29,121.101,241.902,30.054000000000002,27.066000000000003,50.004000000000005,93.975,9.453999999999999,2.5260000000000002,7.281999999999999,0.0,0.576,202.308,28.162
2019-04-30,25.254285714285714,70.78,24.62,17.071538461538463,19.9785,59.62615384615385,7.909230769230769,1.5345,19.495384615384616,0.0,1.3735,247.94,33.939
2019-05-01,22.2,51.608695652173914,8.012083333333333,16.8825,17.862916666666667,80.51583333333333,6.312083333333334,2.21875,10.155416666666666,0.0,1.0683333333333334,243.45791666666665,32.35666666666666
2019-05-02,11.81,43.39333333333333,12.9025,13.6875,21.7055,62.7975,7.285500000000001,2.18,7.457000000000001,0.0,0.607,193.88299999999998,30.595999999999997
2019-05-03,13.89111111111111,35.88230769230769,11.54375,11.768125,16.01764705882353,77.141875,5.775,2.034705882352941,6.445,0.0,1.1441176470588235,146.06235294117647,28.828235294117647
2019-05-04,,85.70318181818182,12.98090909090909,14.192727272727273,18.613333333333333,95.67636363636365,6.5659090909090905,2.0770833333333334,11.157727272727273,0.0,0.8529166666666667,205.79875,29.960416666666664
2019-05-05,13.3675,28.99857142857143,,,0.0,,,0.0,,0.0,0.7966666666666666,120.90444444444445,24.688888888888886
2019-05-06,71.53363636363636,111.071875,,,0.0,,,0.0,,0.0,0.9199999999999999,197.48,33.35388888888889
2019-05-07,75.55833333333334,160.045,,,0.0,,,0.0,,0.0,0.7529166666666667,193.71624999999997,31.987083333333334
2019-05-08,84.21458333333334,197.15291666666667,,,0.0,,,0.0,,0.0,0.7533333333333333,189.155,32.91125
2019-05-09,76.6740909090909,184.36958333333334,19.142857142857142,28.170714285714286,23.0325,76.86428571428571,6.615714285714286,1.5454166666666669,22.247142857142855,0.0,0.6783333333333333,206.28,34.029583333333335
2019-05-10,126.455,211.94857142857143,45.59,25.7025,23.764347826086958,110.29,6.755,0.9430434782608696,5.04875,0.0,0.761304347826087,183.52608695652177,33.342608695652174
2019-05-11,58.47318181818182,172.05083333333334,,,0.0,,,0.0,,0.0,0.7883333333333334,216.64083333333335,33.35875
2019-05-12,55.85923076923076,113.86111111111111,32.90083333333333,21.44454545454545,26.615000000000002,50.67583333333334,7.100833333333334,1.6954999999999998,28.314166666666665,0.0,0.8205,230.652,32.887
2019-05-13,62.18208333333333,136.28791666666666,17.984583333333333,21.9675,32.849583333333335,44.01083333333333,6.7075,2.862083333333333,21.084166666666665,0.0,0.55625,191.75250000000003,32.682916666666664
2019-05-14,47.28111111111111,122.48863636363636,17.941111111111113,19.956666666666667,12.200833333333334,36.78888888888889,6.594444444444445,1.06375,11.156666666666666,0.0,0.7866666666666666,237.70624999999998,32.183749999999996
2019-05-15,69.2475,151.04791666666668,,,0.0,,,0.0,,0.0,0.6225,210.52916666666667,32.4475
2019-05-16,45.9875,90.36545454545454,,,0.0,,,0.0,,0.0,0.9029166666666666,250.35458333333335,32.0325
2019-05-17,59.218999999999994,132.30391304347825,,,0.0,,,0.0,,0.0,0.6687500000000001,209.32458333333332,32.49791666666667
2019-05-18,74.49583333333334,168.24916666666667,,,0.0,,,0.0,,0.0,0.5325,176.61541666666668,33.645
2019-05-19,82.13041666666668,197.77416666666667,,,0.0,,,0.0,,0.0,0.55375,171.97458333333336,33.36416666666667
2019-05-20,59.80238095238095,134.4234782608696,,,0.0,,,0.0,,0.0,0.57625,191.88166666666666,32.971666666666664
2019-05-21,71.35166666666667,143.335,,,0.0,,,0.0,,0.0,0.6004166666666667,197.57958333333332,33.07333333333333
2019-05-22,43.595,79.38842105263159,36.480000000000004,15.389333333333333,31.92772727272727,37.29266666666667,6.87,1.9222727272727271,35.24933333333333,0.0,1.0486363636363636,267.22545454545457,34.50954545454545
2019-05-23,42.95363636363636,90.2257894736842,24.580625,20.69125,24.819999999999997,30.4525,7.7437499999999995,2.03,32.03125,0.0,0.8716666666666666,239.53625,33.43208333333333
2019-05-24,40.74625,102.57181818181817,17.025,22.744,29.12,39.2945,7.0845,2.4091304347826084,20.4535,0.0,1.0060869565217392,268.69608695652175,34.711304347826086
2019-05-25,42.15541666666667,145.82750000000001,7.808333333333334,22.152083333333334,24.045833333333334,37.36208333333334,6.745,3.1741666666666664,19.575416666666666,0.0,0.8845833333333334,203.68458333333334,35.685
2019-05-26,49.22875,138.2275,7.250416666666666,19.95875,22.402916666666666,44.61958333333333,5.7683333333333335,3.0341666666666662,15.11,0.0,0.6616666666666667,162.44416666666666,33.96375
2019-05-27,56.96,131.36958333333334,8.8575,19.529999999999998,24.038749999999997,41.597500000000004,7.41125,3.1483333333333334,16.935,0.0,0.5729166666666666,201.48583333333332,34.72958333333333
2019-05-28,47.26736842105263,108.9965,7.422105263157894,18.30578947368421,16.191666666666666,43.560526315789474,7.883684210526315,2.410833333333333,21.289473684210527,0.0,0.8112499999999999,212.9283333333333,32.486666666666665
2019-05-29,36.097857142857144,69.86999999999999,0.75,3.01,0.06478260869565218,1.56,2.41,0.013043478260869565,,0.0,0.6552173913043479,217.49652173913043,31.598260869565216
2019-05-30,33.44769230769231,95.48230769230769,10.188461538461537,19.254615384615384,10.884166666666665,42.67307692307692,8.21,1.56625,39.853846153846156,0.0,0.9520833333333334,272.2345833333333,34.1425
2019-05-31,42.59,74.97692307692307,9.107272727272727,18.924545454545456,8.188695652173914,45.377272727272725,7.38909090909091,1.3421739130434782,23.87181818181818,0.0,0.8973913043478261,251.79,32.42434782608696
2019-06-01,14.371666666666668,49.01923076923077,14.481666666666667,19.069166666666664,13.74095238095238,39.74916666666667,7.6625000000000005,1.6638095238095236,33.18666666666667,0.0,0.8438095238095238,233.92571428571426,32.11571428571428
2019-06-02,33.623000000000005,67.57384615384616,7.646086956521739,18.683478260869567,19.831304347826087,40.42739130434783,6.614347826086957,3.11,16.73608695652174,0.0,0.6356521739130435,184.7691304347826,31.06260869565217
2019-06-03,,12.42,16.653750000000002,13.526875,19.144761904761904,60.09866666666667,8.444374999999999,2.160952380952381,19.425,0.0,0.7542857142857142,257.70190476190476,29.092380952380957
2019-06-04,32.485217391304346,76.57166666666667,5.728333333333333,17.09208333333333,17.078333333333333,58.06,7.446666666666666,3.04875,24.375416666666666,0.0,0.9579166666666666,264.28916666666663,32.07416666666666
2019-06-05,52.67416666666667,112.66125,5.59125,23.953125,12.249583333333334,38.04375,7.45125,2.0458333333333334,22.70875,0.0,0.9145833333333333,227.285,35.12166666666666
2019-06-06,35.862307692307695,72.40299999999999,10.82764705882353,17.488235294117647,14.068333333333333,38.67941176470588,7.566470588235294,2.1391666666666667,22.091764705882355,0.0,0.6041666666666666,180.56500000000003,32.382083333333334
2019-06-07,27.3625,74.89823529411764,16.075454545454548,16.009999999999998,27.57045454545454,36.56227272727273,6.712727272727273,2.9022727272727273,14.767272727272728,0.0,0.5990909090909091,168.89545454545453,30.547727272727272
2019-06-08,8.325,61.698,12.085833333333333,17.231666666666666,25.425833333333333,36.1575,7.9675,3.268333333333333,16.155833333333334,0.0,0.6775000000000001,187.11,29.58
2019-06-09,50.6045,107.51772727272727,13.270000000000001,14.323333333333332,4.939166666666667,42.276666666666664,6.498333333333334,0.7120833333333333,3.4716666666666662,0.0,0.6862499999999999,193.65,32.7475
2019-06-10,56.01285714285715,107.07857142857142,7.126,12.894,5.113333333333333,45.928,6.918000000000001,1.062,41.32,0.0,0.7553333333333333,234.23999999999998,33.74733333333333
2019-06-11,53.37083333333333,135.69166666666666,6.3425,18.37333333333333,20.400833333333335,36.92583333333333,6.945,3.1341666666666668,38.14333333333333,0.0,1.0366666666666666,274.7075,39.645833333333336
2019-06-12,21.027142857142856,60.235,24.537499999999998,14.75,20.4605,40.734545454545454,7.684166666666666,1.2825,30.919166666666666,0.0,1.084,244.84650000000002,37.8775
2019-06-13,21.725,38.699999999999996,0.79,9.22,1.19,107.91,23.41,0.12153846153846154,31.02,0.39916666666666667,0.9692307692307692,255.84230769230768,34.33461538461539
2019-06-14,18.56125,67.58857142857143,3.1714285714285713,13.435,3.077916666666667,44.25428571428572,5.89625,0.5270833333333333,37.09375,6.810833333333334,0.8595833333333333,271.1508333333333,34.47833333333333
2019-06-15,19.962727272727275,46.894444444444446,16.68875,10.34875,7.919130434782608,41.972500000000004,4.9375,0.5830434782608696,39.4625,4.427826086956522,0.9617391304347827,233.79,34.04521739130435
2019-06-16,19.563333333333333,31.56142857142857,,,0.0,,,0.0,,1.3041666666666667,0.9125,265.13375,32.1075
2019-06-17,25.049444444444443,54.16909090909091,2.4864285714285717,17.416,6.173333333333333,45.13933333333333,3.0493333333333337,1.0574999999999999,24.17866666666667,9.642916666666666,0.7816666666666667,265.4533333333333,30.306250000000002
2019-06-18,31.406153846153845,58.42058823529412,6.9523809523809526,12.284166666666666,16.20875,29.330416666666665,3.9425000000000003,1.82125,11.128749999999998,5.71,0.6454166666666666,222.71166666666667,30.400000000000002
2019-06-19,38.575833333333335,82.82875,3.991428571428572,15.627083333333333,9.897916666666665,34.91583333333333,3.8191666666666664,1.8504166666666666,16.214166666666667,7.34625,0.6920833333333333,194.61625,32.691250000000004
2019-06-20,26.7675,54.033500000000004,1.594,14.012105263157896,8.511666666666667,29.276842105263157,3.63,1.3816666666666666,14.067368421052633,10.166666666666666,0.7233333333333333,192.46291666666664,30.933333333333334
2019-06-21,25.769523809523808,47.184285714285714,1.1655555555555557,14.727916666666667,9.682916666666666,32.0825,2.265,1.8504166666666666,9.43625,0.43291666666666667,0.6495833333333333,226.3395833333333,26.292916666666667
